"outcome","outcome_var","group","co2_scale","strategy","co2_value","p","p_LCL","p_UCL","m_used","n_standardized","standardization_sample_cap","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",22,0.266445361651916,0.262666119826679,0.27248694953671,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",22.321608040201,0.265725301969409,0.261980438583675,0.271724294185402,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",22.643216080402,0.264970300374554,0.261259446943912,0.270927128738273,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",22.964824120603,0.264179927274845,0.260502708119956,0.270095030762549,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",23.286432160804,0.263353767495069,0.259709799990361,0.269227591824875,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",23.608040201005,0.262491420895668,0.258880315733636,0.26832441808781,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",23.929648241206,0.261592503005799,0.258013864477117,0.267385130920861,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",24.251256281407,0.260656645671033,0.257110071960669,0.26640936752604,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",24.572864321608,0.259683497715616,0.256168581215142,0.265396781577861,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",24.894472361809,0.258672725619136,0.255189053255417,0.264347043877653,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",25.21608040201,0.25762401420739,0.254155314121512,0.263259843022011,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",25.5376884422111,0.256537067357196,0.253072936437089,0.262134886085143,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",25.8592964824121,0.255411608714784,0.251953158200441,0.260971899314797,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",26.1809045226131,0.254247382427377,0.250795736241756,0.259770628841392,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",26.5025125628141,0.253044153887456,0.249600448066265,0.258530841399895,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",26.8241206030151,0.251801710489128,0.248367092577066,0.257252325063903,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.1457286432161,0.25051986239591,0.247095490808203,0.255934889991302,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.4673366834171,0.249198443319186,0.24578548666725,0.254578369180777,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.7889447236181,0.24783731130642,0.244436947686515,0.253182619238351,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",28.1105527638191,0.246436349538169,0.243049765781918,0.251747521153032,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",28.4321608040201,0.244995467132766,0.241623858018441,0.250272981080518,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",28.7537688442211,0.243514599957453,0.24015916738098,0.248758931133809,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",29.0753768844221,0.241993711444616,0.238655663549273,0.24720533017944,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",29.3969849246231,0.240432793411605,0.23711334367547,0.245612164637944,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",29.7185929648241,0.238831866882532,0.235532233162785,0.243979449286976,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",30.0402010050251,0.237190982910253,0.233887107883792,0.242307228065445,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",30.3618090452261,0.235510223396615,0.2321996348008,0.240595574876813,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
