"method","group","outcome","metric_type","level","estimate","lcl","ucl","n_model","events","run_id","run_ts"
"Adjusted","ABG","Death (60d)","Probability","High",0.153398455780687,0.116656022087256,0.199104988388607,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","Hypercapnic RF","Probability","Normal",0.0576394620707912,0.0402378215929983,0.0819244003304496,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","Hypercapnic RF","Probability","Low",0.0549627595888759,0.0351052896565181,0.085062475700868,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","Hypercapnic RF","Probability","High",0.244295945405585,0.189254602101941,0.309239297956907,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","IMV","Probability","Normal",0.133307525760851,0.0965160802089429,0.181309235835873,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","IMV","Probability","Low",0.19053955601332,0.138328710443212,0.256588683418846,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","IMV","Probability","High",0.21118106512232,0.154509393103748,0.281713147442421,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","NIV","Probability","Normal",0.0254453033547864,0.0134720745427182,0.0475468089738815,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","NIV","Probability","Low",0.0186969449467337,0.00918444972538786,0.0376869544489969,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","NIV","Probability","High",0.0623006567900859,0.0341335134053442,0.111039294832124,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","Death (60d)","Probability","Normal",0.13601365582017,0.0973597650688083,0.186837408009035,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","Death (60d)","Probability","Low",0.209918049463333,0.152051898364862,0.282470206757912,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","Death (60d)","Probability","High",0.174695739046719,0.122896004754715,0.242297314744922,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","Hypercapnic RF","Probability","Normal",0.0293472555295085,0.0166470630597671,0.0512317455003183,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","Hypercapnic RF","Probability","Low",0.0272101871294274,0.0141025041643358,0.051860058014666,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","VBG","Hypercapnic RF","Probability","High",0.220043751482529,0.152161295672756,0.307235925185834,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","IMV","Probability","Normal",0.238618025718369,0.199394230651106,0.282831906919257,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","IMV","Probability","Low",0.294400490473632,0.243459882155175,0.351053846416707,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","IMV","Probability","High",0.293961565458471,0.243609369380751,0.349906700581889,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","NIV","Probability","Normal",0.137514783474061,0.105582278112548,0.17719173879461,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","NIV","Probability","Low",0.106800693440535,0.074467376025799,0.150884267500922,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","NIV","Probability","High",0.205467644923718,0.154777722593646,0.267504528576181,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","Death (60d)","Probability","Normal",0.16521417039893,0.1306223608821,0.206787747268699,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","Death (60d)","Probability","Low",0.26230114645719,0.210785823044257,0.321281303651541,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","Death (60d)","Probability","High",0.153398455780687,0.11661485868782,0.199168704706111,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","Hypercapnic RF","Probability","Normal",0.0576394620707913,0.0393834867294116,0.0836212314662522,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","Hypercapnic RF","Probability","Low",0.0549627595888759,0.0341477289244195,0.0873186972843124,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","ABG","Hypercapnic RF","Probability","High",0.244295945405585,0.186817031429523,0.312660057271477,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","IMV","Probability","Normal",0.133307525760851,0.0986073170941801,0.177810060163451,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","IMV","Probability","Low",0.19053955601332,0.137632100995656,0.257707452862809,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","IMV","Probability","High",0.21118106512232,0.153324801389409,0.283557466142628,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","NIV","Probability","Normal",0.0254453033547864,0.0133895247194547,0.047829738056873,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","NIV","Probability","Low",0.0186969449467336,0.00932233625966746,0.0371452578681473,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","NIV","Probability","High",0.0623006567900859,0.0343560563855504,0.110376809471075,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","Death (60d)","Probability","Normal",0.13601365582017,0.0994281876959403,0.183320747661099,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","Death (60d)","Probability","Low",0.209918049463333,0.15327826623444,0.280552675014953,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","Death (60d)","Probability","High",0.174695739046719,0.122952058096281,0.242201877753162,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","Hypercapnic RF","Probability","Normal",0.0293472555295085,0.0168507519677189,0.0506338688930638,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","Hypercapnic RF","Probability","Low",0.0272101871294273,0.0126969253870663,0.0573492532076893,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Imputed","VBG","Hypercapnic RF","Probability","High",0.220043751482529,0.152221932003806,0.307135910794485,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","IMV","Probability","Normal",0.204196422674725,0.164745044392758,0.250264505108648,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","IMV","Probability","Low",0.263264953743885,0.208208548834356,0.326869783923006,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","IMV","Probability","High",0.265526933533071,0.212979484314422,0.325674257868464,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","NIV","Probability","Normal",0.134463571404989,0.0994408189573435,0.179364485351951,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","NIV","Probability","Low",0.0982633003592929,0.0656275732545275,0.144616469604256,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","NIV","Probability","High",0.187555456655493,0.133348819271895,0.257256331454732,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","Death (60d)","Probability","Normal",0.133355478299228,0.100367643975587,0.175075464972406,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","Death (60d)","Probability","Low",0.222834952147096,0.172013281255669,0.283530227114638,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","Death (60d)","Probability","High",0.130729622075349,0.0942579958089462,0.17853170898012,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","Hypercapnic RF","Probability","Normal",0.0408917733617441,0.025504981261051,0.0649425821678788,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","Hypercapnic RF","Probability","Low",0.0390630151551706,0.0214730462729966,0.0700308475182299,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","ABG","Hypercapnic RF","Probability","High",0.207560577891483,0.148437033740121,0.282423253999779,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","IMV","Probability","Normal",0.133038045253578,0.0938418764420191,0.185258719283323,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","IMV","Probability","Low",0.189700640338889,0.13004151068693,0.268288929460141,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","IMV","Probability","High",0.187696619245344,0.127825720766272,0.267024388096337,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","NIV","Probability","Normal",0.0245347805449557,0.0119208983818841,0.049822797755322,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","NIV","Probability","Low",0.0139004369429426,0.0063282079132857,0.0302575662567854,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","NIV","Probability","High",0.0584922901667686,0.0306837166116527,0.108678005370197,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Weighted and adjusted","VBG","Death (60d)","Probability","Normal",0.120544956529767,0.0849558526907437,0.168300687028005,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
