"outcome","outcome_var","group","co2_scale","strategy","co2_value","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",45.7437185929648,-1.59341403992923,0.00863931434837701,0.000885374355419962,0.168943178001158,20,20,5175,1000,1000,0.00956895742156797,0.0978210479476067,0.168904107462173,0.143669202643937,0.197548897461234,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.0552763819096,-1.58592364622134,0.00846658427866427,0.000874853137247709,0.169996860035982,20,20,5175,1000,1000,0.00938518007277436,0.0968771390616711,0.169958184522056,0.144822172584157,0.198444547258277,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.3668341708543,-1.57824179349924,0.00830777353800056,0.000864885831098461,0.171082934575323,20,20,5175,1000,1000,0.00921590366065395,0.0959994982312613,0.171044631083017,0.145990494603696,0.199394542306416,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.678391959799,-1.57044210387612,0.00816575363027408,0.000855592384408971,0.172191334627355,20,20,5175,1000,1000,0.0090641256339035,0.095205701687995,0.172153375463988,0.147160784050615,0.200393158623168,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.9899497487437,-1.56259814722081,0.00804293341829077,0.000847072440195121,0.17331179230892,20,20,5175,1000,1000,0.00893235948049565,0.0945111606134199,0.173274145867865,0.148319841540736,0.201433929622964,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",47.3015075376884,-1.55477232881632,0.00794093591288452,0.000839391767025369,0.174435431986142,20,20,5175,1000,1000,0.00882229726826115,0.0939270848491592,0.174398064053797,0.149456596763288,0.202510772751341,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",47.6130653266332,-1.54697805546642,0.00785967110886937,0.000832543328328166,0.175560282926001,20,20,5175,1000,1000,0.00873384160361395,0.093455024496353,0.175523159475579,0.150568406452114,0.203622390189355,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",47.9246231155779,-1.53921524642096,0.00779862823831175,0.000826502335380511,0.17668629593092,20,20,5175,1000,1000,0.00866645569046129,0.0930938004942396,0.176649383815012,0.151655011970247,0.204768792627166,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",48.2361809045226,-1.53148382051903,0.00775730345976074,0.000821244393095448,0.177813421906977,20,20,5175,1000,1000,0.00861961007251096,0.092841855175944,0.177776688857836,0.152716271144804,0.205949873473374,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",48.5477386934673,-1.52378369660239,0.00773519982410935,0.000816745497749527,0.178941611812791,20,20,5175,1000,1000,0.00859278259674636,0.0926972631567209,0.178905026442052,0.153752157921846,0.207165409199375,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",48.8592964824121,-1.51611479351715,0.00773182722806496,0.00081298203418803,0.180070816667268,20,20,5175,1000,1000,0.00858545836396239,0.0926577485370888,0.180034348465122,0.15476276012556,0.208415061692599,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
