"stratum","level","variable","pct_missing","run_id","run_ts"
"has_vbg","1","location",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","encounter_type",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","temp_new",48.6997319034853,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","sbp",42.1447721179625,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","dbp",42.4798927613941,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","hr",44.4369973190349,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","sodium",1.50134048257373,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_cr",5.83109919571046,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_hco3",1.86327077747989,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_cl",1.79624664879357,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_lac",48.6327077747989,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_k",5,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","wbc",8.2171581769437,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","plt",4.58445040214477,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_phos",40.1742627345844,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","serum_ca",7.30563002680965,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","bnp",79.7587131367292,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","spo2",69.6514745308311,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","paco2",63.029490616622,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","vbg_co2",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","vbg_o2sat",55.2680965147453,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","imv_proc",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","niv_proc",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","hypercap_resp_failure",0,"20260204_191353","2026-02-04 19:13:53.507587"
