"variable","level","type","smd_pre","smd_post","group","imp","run_id","run_ts"
"serum_cr",NA,"numeric",0.0534543194419952,0.0383555502795534,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.127996006188868,0.00217523789445825,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",0.0235217798377844,-0.0126742366887536,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.113720752845168,0.0152059607347034,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.018531584677455,0.0216468093384185,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.113840706542263,0.0152228175345099,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.111132552175766,-0.00946284214385745,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0934492545218447,0.0180662226383732,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.245870006704176,-0.0197787650841721,"ABG",20,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",-0.0219558622628326,0.0309208650319141,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.0615273169667621,-0.00732572489639031,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0615273169667622,0.00732572489639842,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",-0.180436469767798,0.000184897651734356,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",0.0359471754449434,0.0156534817747913,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",0.023460279776783,0.0010657577459943,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0236167804094399,0.00363024259763084,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0601583738815899,-0.000840994393063297,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.0138101935935416,-0.00786240589150976,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.191749331670951,-0.0202725721958296,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.217865553889026,-0.0183298676184509,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0046899494736379,-0.00663525393669028,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.00468994947363804,0.00663525393669925,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.00923270534272127,0.0200870540295403,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.00923270534272127,-0.0200870540295338,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0346533071395063,0.00595675974086095,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0346533071395063,-0.00595675974084928,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.0398686848783382,-0.012394756349665,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.0398686848783383,0.0123947563496761,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00357578660921477,0.00102874713267173,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00357578660921529,-0.00102874713265754,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0454902723207015,-0.0128606888528885,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0454902723207015,0.0128606888528918,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0632100678086231,-0.0123430358045851,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.063210067808623,0.0123430358045961,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0616591922481566,0.00318010524408635,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0616591922481566,-0.00318010524408023,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",-0.33070099046476,0.0220624010960583,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",0.404080868600917,0.00057011509895274,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0626685566937516,0.00475120470124636,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0670599900852216,-0.0310568088435102,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.0349758517391326,-0.0425857203360531,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.0349758517391323,0.0425857203360593,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.013595413926814,0.0147242088261789,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.10077241917084,-0.00506095254537944,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.0569547836910163,-0.0148125621395887,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",0.15438312179045,0.0145299851754091,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0850143178806491,0.00057693485983721,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0879931533271032,0.0159130305675166,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.0613659311196445,0.0127685032376695,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",-0.144448800929441,-0.0191956365322199,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.131364389563879,0.0169564912385554,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0323123912353923,0.00768174491481801,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.0286669513346423,0.0147153741882782,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.0301665911640732,-0.0155073517084433,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0619936002506402,0.0172502527765144,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.0308011535125487,-0.0291050770990161,"VBG",1,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",-0.0219558622628326,0.0297168137219581,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.0615273169667621,-0.00865970822641189,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0615273169667622,0.00865970822640212,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",-0.180436469767798,0.00157381607842624,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",0.0359471754449434,0.0117040789514307,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",0.023460279776783,0.00264436553783821,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0236167804094399,0.00622837872380246,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0601583738815899,-0.000952482467027838,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.0138101935935416,-0.00887527714458085,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.191749331670951,-0.019789752468029,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.214224435936296,-0.0163243815675857,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0046899494736379,-0.00566398045567189,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.00468994947363804,0.00566398045566411,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.00923270534272127,0.0152441965607206,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.00923270534272127,-0.0152441965607305,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0346533071395063,0.00190330993915149,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0346533071395063,-0.00190330993916535,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.0398686848783382,-0.0136482831792215,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.0398686848783383,0.0136482831792154,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00357578660921477,-0.000585571482054529,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00357578660921529,0.000585571482035942,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0454902723207015,-0.0144135023128074,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0454902723207015,0.0144135023127993,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0632100678086231,-0.0130787143230585,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.063210067808623,0.0130787143230475,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0616591922481566,0.00212673502795266,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0616591922481566,-0.00212673502795755,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",-0.33070099046476,0.0219250244329969,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",0.404080868600917,0.00160432244001321,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0626685566937516,0.00455415260965824,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0670599900852216,-0.031873057447624,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.0349758517391326,-0.0418340062173351,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.0349758517391323,0.04183400621733,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0141463475341905,0.0157768840361422,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.0967578154527947,-0.00638793539229407,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.0591438011235966,-0.0124245872905808,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",0.151419756158588,0.0137575329295146,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0838274784684163,0.00309726593439083,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0897674125479567,0.0154404726174941,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.061620067129057,0.0158902437683702,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",-0.144993638022728,-0.0180999328916845,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.135766871567624,0.0220008877509272,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0313868426416299,0.00704399670484105,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.0289860034988623,0.0117022453498366,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.0310524887260284,-0.0192368993889687,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0607023240113896,0.0192924329480272,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.0297295442124359,-0.0267984489039093,"VBG",2,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",-0.0219558622628326,0.0294016236647627,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.0615273169667621,-0.00782210990232386,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0615273169667622,0.00782210990232386,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",-0.180436469767798,0.00183864736459517,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",0.0359471754449434,0.0119651455250707,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",0.023460279776783,0.000741014887126394,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0236167804094399,0.00399652394703648,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0601583738815899,-0.00107776607051391,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.0138101935935416,-0.00789390878112867,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.191749331670951,-0.0181970322528632,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.209427248474616,-0.0172133496629874,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0046899494736379,-0.00482079025375897,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.00468994947363804,0.00482079025375245,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.00923270534272127,0.0168388141515694,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.00923270534272127,-0.0168388141515728,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0346533071395063,0.000980952272702824,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0346533071395063,-0.000980952272704793,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.0398686848783382,-0.0145972416766941,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.0398686848783383,0.0145972416766955,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00357578660921477,-0.000386159833076145,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00357578660921529,0.000386159833088947,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0454902723207015,-0.0153585968439781,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0454902723207015,0.0153585968439767,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0632100678086231,-0.0161891947211062,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.063210067808623,0.0161891947211055,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0616591922481566,0.00154028709355623,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0616591922481566,-0.00154028709355819,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",-0.33070099046476,0.0185878577032983,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",0.404080868600917,0.00234453009559299,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0626685566937516,0.00406197785434155,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0670599900852216,-0.0282148381680935,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.0349758517391326,-0.0427171655190818,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.0349758517391323,0.0427171655190744,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0120012643462147,0.0143236986471148,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.100650979912966,-0.00398554144331772,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.0654996638142032,-0.0148083171413773,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",0.151151972976712,0.0131678785206063,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0849207185324788,0.00287482987411992,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.088913919032172,0.0191243226132398,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.062538400840842,0.0165090650852735,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",-0.144359416524507,-0.0168623154479433,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.136790843981547,0.0213273587259592,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.030484050960186,0.00869637476669193,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.0291027533491805,0.0146020568290848,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.0323817918213586,-0.0188717355253205,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.062119882274122,0.0182815409535969,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.0333949573781172,-0.028105500206166,"VBG",3,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",-0.0219558622628326,0.0318240692590127,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.0615273169667621,-0.00839238447134996,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0615273169667622,0.0083923844713574,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",-0.180436469767798,0.00107509140190633,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",0.0359471754449434,0.0131275727342079,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",0.023460279776783,0.00146992900208253,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0236167804094399,0.00373942888233521,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0601583738815899,-0.000393808449165033,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.0138101935935416,-0.0079928484914018,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.191749331670951,-0.0190699038598542,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.21717336640579,-0.019515206858596,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0046899494736379,-0.00451827554499949,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.00468994947363804,0.0045182755450194,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.00923270534272127,0.0177058715113697,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.00923270534272127,-0.0177058715113455,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0346533071395063,0.00530004805161192,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0346533071395063,-0.00530004805158778,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.0398686848783382,-0.0108608582380086,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.0398686848783383,0.0108608582380326,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00357578660921477,0.00104459574506273,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00357578660921529,-0.00104459574507738,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0454902723207015,-0.0136550267066949,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0454902723207015,0.0136550267067124,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0632100678086231,-0.0164882112267963,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.063210067808623,0.0164882112268121,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0616591922481566,0.002113483857181,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0616591922481566,-0.00211348385715689,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",-0.33070099046476,0.0179643756300129,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",0.404080868600917,0.00131868401289229,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0626685566937516,0.00712104468447631,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0670599900852216,-0.028337113061748,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.0349758517391326,-0.0403071647934535,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.0349758517391323,0.0403071647934728,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.012385617546332,0.0209585803057715,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.0977232444054305,-0.00421513947340267,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.059578432213971,-0.0156999657288448,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",0.152615091418779,0.0139109879378966,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0844643156990356,0.000962344080228414,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0898483345231584,0.0198401184191326,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.062601168257732,0.0132594329430737,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",-0.143671736275711,-0.0188260489423196,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.136098762046269,0.0169574921048091,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0326890016815665,0.0109983596048293,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.030746908975008,0.0130063314923708,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.030249997577232,-0.0199740297461673,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0683876480472034,0.0184322048706716,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.0315890060999522,-0.0277708650304228,"VBG",4,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",-0.0219558622628326,0.0306816507985353,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.0615273169667621,-0.0062682685037126,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0615273169667622,0.0062682685037096,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",-0.180436469767798,0.00119668326513212,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",0.0359471754449434,0.0112180264426223,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",0.023460279776783,0.00300612021461823,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0236167804094399,0.00432807161884973,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0601583738815899,-0.00182915064529215,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.0138101935935416,-0.00679997002448343,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.191749331670951,-0.0181537271584948,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.21433481614231,-0.0148559542313268,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0046899494736379,-0.00462753906533971,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.00468994947363804,0.00462753906533431,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.00923270534272127,0.0187906525556185,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.00923270534272127,-0.0187906525556189,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0346533071395063,0.00416461920279213,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0346533071395063,-0.00416461920280329,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.0398686848783382,-0.0106003618248438,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.0398686848783383,0.0106003618248377,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00357578660921477,-0.00139259694512282,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00357578660921529,0.00139259694511054,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0454902723207015,-0.0120118207507607,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0454902723207015,0.0120118207507416,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0632100678086231,-0.0145387549471787,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.063210067808623,0.0145387549471781,"VBG",5,"20260423_111150","2026-04-23 11:11:50.486947"
