"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","run_id","run_ts"
"VBG","hypercap_resp_failure","Hypercapnic RF",61,61.5,9,0.240961325957059,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",62,62.5,13,0.317326225859584,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",63,63.5,9,0.470905184474817,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",64,64.5,6,0.198670254140333,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",65,65.5,7,0.0787742884927513,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",66,66.5,3,0.212952645632313,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",67,67.5,5,0.276429086637926,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",68,68.5,8,0.65288335745766,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",69,69.5,6,0.295715999209669,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",70,70.5,2,0.330199387662388,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",71,71.5,2,0.711206395808283,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",72,72.5,4,0.41072720564563,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",73,73.5,2,0.575323326890232,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",74,74.5,2,0.4591490183106,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",75,75.5,5,0.721119617742636,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",76,76.5,2,0,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",77,77.5,2,0,"20260208_095917","2026-02-08 09:59:17.934826"
