"group","outcome","co2_scale","co2_value","vbg_co2","probability_method","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","co2_ref","run_id","run_ts"
"VBG","death_60d","vbg_co2",33.25386975159,33.25386975159,"common_source_marginal_standardized",-1.8965436894717,0.0302451341277684,0.0044026863711578,0.130675147355017,20,20,5175,1000,1000,0.0348679548174841,0.186729630261199,0.130500160850251,0.0942737977573886,0.177912699867268,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",33.562332076643,33.562332076643,"common_source_marginal_standardized",-1.88582649503983,0.0300213827308961,0.00439431507511932,0.131896541473222,20,20,5175,1000,1000,0.0346354135597714,0.186105920270612,0.131721062584048,0.0952982314785367,0.179305645200913,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",33.870794401696,33.870794401696,"common_source_marginal_standardized",-1.87629502200866,0.0297816452735594,0.00437797037952849,0.132990565589972,20,20,5175,1000,1000,0.0343785141720643,0.185414438952484,0.132815014858539,0.096240995413763,0.180511966832053,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",34.179256726749,34.179256726749,"common_source_marginal_standardized",-1.8679645450797,0.0295127833647129,0.00435313133605904,0.133952596657624,20,20,5175,1000,1000,0.0340835712675749,0.184617364480091,0.133777417350196,0.0971048966171844,0.181515336478437,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",34.487719051802,34.487719051802,"common_source_marginal_standardized",-1.86085061725522,0.0292033005650894,0.00431938367795486,0.134778283174956,20,20,5175,1000,1000,0.033738653426942,0.183680846652399,0.134603936391069,0.0978923832593189,0.182300846948906,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",34.796181376855,34.796181376855,"common_source_marginal_standardized",-1.85496909051131,0.0288434009686821,0.0042764239274854,0.135463564292327,20,20,5175,1000,1000,0.0333336460925417,0.182575042359414,0.135290523805791,0.0986054816987944,0.182855158558494,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",35.104643701908,35.104643701908,"common_source_marginal_standardized",-1.85033613627391,0.0284250525588544,0.0042240638706346,0.136004688752122,20,20,5175,1000,1000,0.0328603196230208,0.181274155971062,0.135833435591118,0.0992457400268399,0.183166636733661,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",35.413106026961,35.413106026961,"common_source_marginal_standardized",-1.84696826568393,0.0279420559480575,0.00416223543676554,0.136398233688337,20,20,5175,1000,1000,0.0323124031566613,0.179756510749017,0.13622925045853,0.0998141732193627,0.183225486181117,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",35.721568352014,35.721568352014,"common_source_marginal_standardized",-1.84488234963292,0.0273901191200245,0.00409099602211137,0.136641123303924,20,20,5175,1000,1000,0.0316856649432415,0.17800467674542,0.136474888255858,0.100311205050224,0.183023886908613,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",36.030030677067,36.030030677067,"common_source_marginal_standardized",-1.84409563854404,0.0267669388047967,0.00401053429718914,0.136730647436537,20,20,5175,1000,1000,0.0309779998168453,0.176005681206162,0.136567628276788,0.100736601862817,0.182556137327872,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
