"level","variable","pct_missing","stratum","pct_missing_overall","run_id","run_ts"
"3","serum_ca",9.78116079923882,"location",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_cr",12.9790735951093,"encounter_type",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_cr",7.44840309004958,"encounter_type",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cr",11.358399029715,"has_abg",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cr",5.58641315958129,"has_abg",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cr",10.6622444541105,"has_vbg",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cr",5.83109919571046,"has_vbg",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cr",9.78137792875185,"imv_proc",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cr",5.19031141868512,"imv_proc",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cr",13.51685485865,"location",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cr",3.48730498623432,"location",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_cr",9.34579439252336,"location",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_cr",6.62226450999049,"location",9.26814172984682,"20260204_140017","2026-02-04 14:00:17.499946"
"2","plt",12.2149071243828,"encounter_type",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"3","plt",6.00138360428917,"encounter_type",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"0","plt",9.0175864160097,"has_abg",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"1","plt",6.33411664174322,"has_abg",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"0","plt",9.44976076555024,"has_vbg",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"1","plt",4.58445040214477,"has_vbg",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"0","plt",8.07420956362686,"imv_proc",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"1","plt",7.82006920415225,"imv_proc",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"0","plt",9.74202587983186,"location",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"1","plt",5.62863260936066,"location",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"2","plt",8.82658359293873,"location",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"3","plt",6.85061845861085,"location",8.0457991644747,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_k",11.732894427463,"encounter_type",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_k",5.89761328260118,"encounter_type",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_k",10.0545785324439,"has_abg",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_k",3.87737662892544,"has_abg",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_k",8.96041757285776,"has_vbg",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_k",5,"has_vbg",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_k",8.23970037453183,"imv_proc",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_k",4.4636678200692,"imv_proc",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_k",10.5744663314926,"location",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_k",3.62496176200673,"location",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_k",7.47663551401869,"location",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_k",6.79352997145576,"location",7.81757697663624,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_cl",10.1575358570421,"encounter_type",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_cl",3.65502133056612,"encounter_type",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cl",7.76834445118253,"has_abg",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cl",2.31788079470199,"has_abg",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cl",7.41626794258373,"has_vbg",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cl",1.79624664879357,"has_vbg",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cl",6.14929013152164,"imv_proc",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cl",2.9757785467128,"imv_proc",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_cl",6.35457018049946,"location",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_cl",3.38023860507801,"location",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_cl",7.52855659397716,"location",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_cl",6.86964795432921,"location",5.79452266749188,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_hco3",10.3103691511874,"encounter_type",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_hco3",3.3610054191168,"encounter_type",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_hco3",7.79866585809582,"has_abg",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_hco3",1.85857722708823,"has_abg",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_hco3",7.18247063940844,"has_vbg",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_hco3",1.86327077747989,"has_vbg",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_hco3",5.99686438463548,"imv_proc",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_hco3",2.8719723183391,"imv_proc",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_hco3",6.10731064040221,"location",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_hco3",3.56378097277455,"location",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_hco3",7.63239875389408,"location",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_hco3",6.45099904852521,"location",5.6475321058332,"20260204_140017","2026-02-04 14:00:17.499946"
"2","sodium",10.0634845991065,"encounter_type",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"3","sodium",2.70955839963104,"encounter_type",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sodium",6.88295936931474,"has_abg",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sodium",2.04016235847041,"has_abg",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sodium",6.60069595476294,"has_vbg",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sodium",1.50134048257373,"has_vbg",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sodium",5.56571727201463,"imv_proc",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sodium",1.66089965397924,"imv_proc",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sodium",5.06882057199374,"location",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sodium",3.2425818293056,"location",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"2","sodium",7.47663551401869,"location",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"3","sodium",6.75547098001903,"location",5.12919696735262,"20260204_140017","2026-02-04 14:00:17.499946"
"2","age_at_encounter",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","sex",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","race_ethnicity",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","copd",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","asthma",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","osa",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","chf",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","acute_nmd",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","phtn",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","ckd",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","dm",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","location",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","has_abg",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","has_vbg",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","imv_proc",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","niv_proc",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"2","hypercap_resp_failure",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
"3","age_at_encounter",0,"encounter_type",0,"20260204_140017","2026-02-04 14:00:17.499946"
