"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","run_id","run_ts"
"VBG","death_60d","Death (60d)",49,49.5,2441,0.0999590331831217,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",50,50.5,2464,0.107548701298701,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",51,51.5,2028,0.10749506903353,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",52,52.5,1964,0.112525458248473,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",53,53.5,1630,0.107975460122699,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",54,54.5,1495,0.112374581939799,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",55,55.5,1187,0.129738837405223,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",56,56.5,1176,0.123299319727891,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",57,57.5,876,0.143835616438356,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",58,58.5,859,0.132712456344587,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",59,59.5,724,0.154696132596685,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",60,60.5,669,0.161434977578476,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",61,61.5,543,0.151012891344383,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",62,62.5,550,0.169090909090909,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",63,63.5,454,0.182819383259912,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",64,64.5,379,0.176781002638522,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",65,65.5,349,0.206303724928367,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",66,66.5,324,0.209876543209877,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",67,67.5,288,0.180555555555556,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",68,68.5,304,0.223684210526316,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",69,69.5,222,0.211711711711712,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",70,70.5,239,0.213389121338912,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",71,71.5,188,0.234042553191489,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",72,72.5,175,0.188571428571429,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",73,73.5,165,0.278787878787879,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",74,74.5,186,0.252688172043011,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",75,75.5,158,0.246835443037975,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",76,76.5,163,0.233128834355828,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",77,77.5,135,0.222222222222222,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",78,78.5,140,0.214285714285714,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",79,79.5,132,0.25,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",80,80.5,133,0.240601503759398,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",81,81.5,102,0.294117647058824,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",82,82.5,70,0.214285714285714,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",25,25.5,337,0.0326409495548962,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",26,26.5,441,0.0476190476190477,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",27,27.5,486,0.0432098765432099,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",28,28.5,630,0.0365079365079365,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",29,29.5,670,0.0313432835820895,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",30,30.5,943,0.0381760339342523,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",31,31.5,983,0.0233977619532045,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",32,32.5,1206,0.0348258706467662,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",33,33.5,1407,0.0511727078891257,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",34,34.5,1568,0.0408163265306123,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",35,35.5,1684,0.0415676959619952,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",36,36.5,2010,0.0378109452736317,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",37,37.5,1957,0.0321921308124681,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",38,38.5,2348,0.0442930153321977,"20260415_003149","2026-04-15 00:31:49.347034"
