"group","imp","max_abs_post","mean_abs_post","run_id","run_ts"
"ABG",20,0.089446658504428,0.0243159209276671,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",21,0.0887478432148701,0.024460933832166,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",22,0.089780566002577,0.0248178917483473,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",23,0.089893202951496,0.0242255954499866,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",24,0.0897272243064456,0.0243201604068436,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",25,0.0892120071765853,0.0243327408259128,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",26,0.0902057791348885,0.0239423836440898,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",27,0.0898345464626238,0.0240950399435885,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",28,0.0898506375987226,0.0241629864215538,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",29,0.0898154495603095,0.0241717064787288,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",30,0.0901770084617987,0.0243869501443252,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",31,0.0895928194120689,0.024542120297011,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",32,0.0900035718925736,0.0245392013734795,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",33,0.0900962763031136,0.024567694830376,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",34,0.0904072356059487,0.024354123758134,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",35,0.0901612594375395,0.0246287969980296,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",36,0.0904460194662104,0.0243282874273994,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",37,0.0901035096696312,0.0241354242432271,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",38,0.089036496788207,0.0240340403897265,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",39,0.089569986212987,0.0242485760454076,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",40,0.0897745668343381,0.024504551957509,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",41,0.0892105601930766,0.0244387484848042,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",42,0.0891715062509315,0.024223130889202,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",43,0.0894495404932664,0.0242198779341654,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",44,0.0891947376005166,0.0243791530808231,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",45,0.0899039007986677,0.024355783810969,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",46,0.0897225655143944,0.0245442986509948,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",47,0.089051478767933,0.0241547183862752,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",48,0.0894576735198938,0.0243074240221188,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",49,0.0896754192119669,0.024452077432736,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",50,0.0898694924459982,0.0242651748616701,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",51,0.0900955529278959,0.0243999831477677,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",52,0.0902358069864264,0.0244387235394878,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",53,0.0900984191008784,0.0242526923457857,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",54,0.0894624913669784,0.0245407365408055,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",55,0.0908482862726748,0.0244840966759363,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",56,0.0897385917265854,0.0243495299131136,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",57,0.0895236464047594,0.0242802181234428,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",58,0.0901857486651257,0.0242446724970294,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",59,0.088880745217021,0.0243185499245086,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",60,0.0901823972957127,0.0242699042660015,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",61,0.0899424156192858,0.0243195069771756,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",62,0.0898153748907831,0.0245364432876404,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",63,0.0895400572091333,0.0244572970500362,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",64,0.0900407980517663,0.0243160990598393,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",65,0.090192828487741,0.024022924689098,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",66,0.0895326937260899,0.0245094521268387,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",67,0.0908312051846517,0.02441114865068,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",68,0.0893603228428224,0.0243887392748786,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",69,0.0899662858250891,0.0241081022866976,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",70,0.0894639559914359,0.0242786595809152,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",71,0.0886204588477904,0.0251569718777063,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",72,0.090337166985202,0.0245651929223456,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",73,0.0880354206153357,0.0249755560000047,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",74,0.0879186554048339,0.0251724586148749,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",75,0.0875368301922708,0.0251802771463614,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",76,0.0886367381159725,0.0250142252347735,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",77,0.0890241024862779,0.0247474787209863,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",78,0.0892325427713124,0.024474656934407,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",79,0.0894547792044367,0.0243845039683195,"20260419_112645","2026-04-19 11:26:45.267227"
"ABG",80,0.0886783821248286,0.024466074709154,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",1,0.0414483250549328,0.0123765969108233,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",2,0.0398256598406092,0.0120034284382599,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",3,0.0407255552433813,0.0118626932084527,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",4,0.0399350733362497,0.0120291969882719,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",5,0.0408042079619204,0.0121466254043944,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",6,0.0411190839652181,0.012136437513955,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",7,0.0399526701815329,0.0121100977360485,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",8,0.041553993307819,0.0121725485827583,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",9,0.0410217369517284,0.0119858850710836,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",10,0.0417325756051228,0.0120630587475596,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",11,0.0408528383794919,0.012219818400905,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",12,0.0418336668634957,0.012262395699725,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",13,0.0405367561510899,0.0120436483972736,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",14,0.0423186598711072,0.0122268321795211,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",15,0.0413410637861011,0.012006749422153,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",16,0.0408275557745854,0.0117202665059822,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",17,0.0402980690892088,0.0120211052655475,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",18,0.0406612832876822,0.0121969793205361,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",19,0.0398056749338353,0.0121755322746293,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",20,0.0394983167961884,0.0121076191342094,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",21,0.0402620588453181,0.0121868669949527,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",22,0.0403327585470757,0.0120324971291302,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",23,0.0395109989491085,0.0117587214857138,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",24,0.0407216311892257,0.0120886091289081,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",25,0.0401929321863203,0.0119308978786281,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",26,0.0409740454090033,0.0122457777913802,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",27,0.0398555631815246,0.0120554774519894,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",28,0.0417408660554688,0.0124992518375267,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",29,0.0417896134767977,0.012390306068412,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",30,0.0407858094736322,0.0119883662319223,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",31,0.0404972695796618,0.0120907660704383,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",32,0.0410014773136746,0.0120637685087361,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",33,0.0412594483976261,0.0123040548644407,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",34,0.040698238811813,0.0120854438752852,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",35,0.0394859651168575,0.0120224918201755,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",36,0.0412183549864679,0.0121596445971065,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",37,0.0402691930176663,0.0120241834692929,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",38,0.0409905025780223,0.0121194978752893,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",39,0.0408568751807794,0.0121113899134497,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",40,0.0407036646462515,0.0119761019096632,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",41,0.0410895761228722,0.012147142430443,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",42,0.040721185286056,0.0123035917333892,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",43,0.0410228148600068,0.0122950316718039,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",44,0.0398944289242941,0.0120469711929332,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",45,0.0410858163741616,0.0120584483440619,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",46,0.0405684425610455,0.0121412622223635,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",47,0.0400832230105623,0.0116649892923945,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",48,0.041420635429646,0.0120809510282812,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",49,0.0404472303047867,0.0119259886451706,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",50,0.0404845906792024,0.0121513472949843,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",51,0.0419300190975518,0.0123520091805174,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",52,0.0411187781889554,0.0120284007985704,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",53,0.0413911276958777,0.0121144607573589,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",54,0.0398838082655468,0.0124675433259738,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",55,0.0412504917837216,0.0121633312026592,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",56,0.0406286326202589,0.0123178664734613,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",57,0.0405237747339654,0.0119576987072376,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",58,0.0409092078790671,0.0121305458742537,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",59,0.0401653849732693,0.0122447683230356,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",60,0.0399567550564535,0.011989617824058,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",61,0.039270514254219,0.0119610586892802,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",62,0.0403123572661796,0.0118867557761687,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",63,0.0402881700674034,0.0118153537079638,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",64,0.040372489441833,0.0120069083136605,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",65,0.0409488067158179,0.0121546952001486,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",66,0.0401739542044637,0.0122602239693038,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",67,0.0408843057361373,0.0124152062138613,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",68,0.0402581241834355,0.011981373939067,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",69,0.0407699560085438,0.0122404534960179,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",70,0.0407754898828235,0.0122993504177794,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",71,0.0406839539207363,0.0119030353808379,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",72,0.0416920852709298,0.0122179640490208,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",73,0.0406466755908666,0.0120685604332283,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",74,0.0403564383451999,0.0120939093894489,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",75,0.0402969222922459,0.0119631716082813,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",76,0.042143680614996,0.0122005793980863,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",77,0.0414271558042273,0.0121895112355397,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",78,0.0389121375708691,0.0118290661066192,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",79,0.0402679727838811,0.0121234792682427,"20260419_112645","2026-04-19 11:26:45.267227"
"VBG",80,0.039806279289348,0.0119708308119664,"20260419_112645","2026-04-19 11:26:45.267227"
