"variable","level","type","smd_pre","smd_post","group","imp","abs_post","run_id","run_ts"
"encounter_type","Inpatient","factor",0.367830558014862,0.0898067203943577,"ABG",16,0.0898067203943577,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0898067203943527,"ABG",16,0.0898067203943527,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0897785299968398,"ABG",19,0.0897785299968398,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0897777702033948,"ABG",15,0.0897777702033948,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0893357484983336,"ABG",20,0.0893357484983336,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0893238059019172,"ABG",2,0.0893238059019172,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0892699412164191,"ABG",17,0.0892699412164191,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0890858401377932,"ABG",5,0.0890858401377932,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0886803246833131,"ABG",14,0.0886803246833131,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0885117464146327,"ABG",16,0.0885117464146327,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0883857211786269,"ABG",12,0.0883857211786269,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0883278682976646,"ABG",8,0.0883278682976646,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0883106893631597,"ABG",13,0.0883106893631597,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0880521680432588,"ABG",3,0.0880521680432588,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0873094412443965,"ABG",6,0.0873094412443965,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0870309980614866,"ABG",10,0.0870309980614866,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0868197960955993,"ABG",18,0.0868197960955993,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0867957408776667,"ABG",11,0.0867957408776667,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0864349457208175,"ABG",4,0.0864349457208175,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0860618151829321,"ABG",7,0.0860618151829321,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0747546547046012,"ABG",9,0.0747546547046012,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0744615079124854,"ABG",1,0.0744615079124854,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0724528365757929,"ABG",4,0.0724528365757929,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0721531302010981,"ABG",15,0.0721531302010981,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0721418831219925,"ABG",17,0.0721418831219925,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0718913298711517,"ABG",6,0.0718913298711517,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0711689775636673,"ABG",13,0.0711689775636673,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0711227420121065,"ABG",2,0.0711227420121065,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0710743470476109,"ABG",5,0.0710743470476109,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0709340605996689,"ABG",14,0.0709340605996689,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0708630799255832,"ABG",20,0.0708630799255832,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.070862247412643,"ABG",10,0.070862247412643,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0707098769634421,"ABG",12,0.0707098769634421,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0704871373039949,"ABG",3,0.0704871373039949,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.070469900558462,"ABG",8,0.070469900558462,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0702547320892166,"ABG",19,0.0702547320892166,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0694741318079658,"ABG",7,0.0694741318079658,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0693157400249366,"ABG",11,0.0693157400249366,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0689051177744247,"ABG",18,0.0689051177744247,"20260421_094018","2026-04-21 09:40:18.841212"
"location","1","factor",-0.137504879317002,-0.0685851710964315,"ABG",16,0.0685851710964315,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.238514709742341,-0.0667299372657094,"ABG",8,0.0667299372657094,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.227431584931848,-0.0614198369899622,"ABG",15,0.0614198369899622,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.235251259354667,-0.0608648252499003,"ABG",2,0.0608648252499003,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.223469602774634,-0.0605574594024836,"ABG",3,0.0605574594024836,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.224829385458421,-0.0603139769649934,"ABG",14,0.0603139769649934,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0602757587508541,"ABG",8,0.0602757587508541,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.228759584936205,-0.0599034337560113,"ABG",18,0.0599034337560113,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0598741074789198,"ABG",7,0.0598741074789198,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.22386590459615,-0.0598680589899634,"ABG",9,0.0598680589899634,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.223749534699442,-0.0591208861760516,"ABG",19,0.0591208861760516,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0588006895848061,"ABG",13,0.0588006895848061,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0587882310436783,"ABG",12,0.0587882310436783,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0586477260410915,"ABG",20,0.0586477260410915,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.229412716478831,-0.0584307037889864,"ABG",12,0.0584307037889864,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0582645282514167,"ABG",18,0.0582645282514167,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.230778386156446,-0.0580164836714571,"ABG",13,0.0580164836714571,"20260421_094018","2026-04-21 09:40:18.841212"
